Gene ID	EC#	dbCAN_hmm	dbCAN_sub	DIAMOND	#ofTools	Recommend Results	Substrate
NODE_106423_length_501_cov_2.365471_1	-	-	-	GT4	1	-	-
NODE_10643_length_3113_cov_3.766187_3	-	-	-	GT0	1	-	-
NODE_106513_length_501_cov_1.860987_1	-	-	GT4_e3218(1-138)	-	1	-	-
NODE_106540_length_501_cov_1.688341_1	-	-	GH77_e32(6-144)	GH77	2	GH77_e32	alpha-glucan
NODE_106555_length_501_cov_1.569507_1	-	-	-	PL17_1	1	-	-
NODE_106557_length_501_cov_1.560538_1	-	-	-	GT4	1	-	-
NODE_106561_length_501_cov_1.549327_2	-	-	GH24_e282(1-53)	-	1	-	peptidoglycan
NODE_1065_length_20927_cov_19.274387_19	-	-	-	PL4_2	1	-	-
NODE_106612_length_501_cov_1.253363_1	3.2.1.39:6;3.2.1.-:3	-	GH17_e35(1-124)	-	1	-	-;beta-glucan
NODE_10663_length_3108_cov_42.573862_1	2.4.1.256:4	GT59(76-474)	GT59_e0(75-475)	-	2	GT59_e0	-
NODE_10669_length_3108_cov_2.823780_3	-	-	GH1_e80(12-147)	-	1	-	-
NODE_1066_length_20924_cov_9.587522_10	-	-	GT2(13-95)	GT2	2	GT2	-
NODE_1066_length_20924_cov_9.587522_9	-	GT2(602-781)	GT2(600-857)	GT2+GT4	3	GT2	-
NODE_106705_length_500_cov_2.880899_1	-	-	GT4_e775(3-147)	GT2+GT4	2	GT4_e775	-
NODE_10678_length_3105_cov_18.087541_3	-	-	-	GT4	1	-	-
NODE_1067_length_20907_cov_55.076156_12	-	-	-	GT30	1	-	-
NODE_1067_length_20907_cov_55.076156_17	-	-	-	GT4	1	-	-
NODE_106835_length_500_cov_1.705618_1	-	-	-	GH15	1	-	-
NODE_106838_length_500_cov_1.701124_1	-	-	GT4_e1089(1-121)	-	1	-	-
NODE_106859_length_500_cov_1.597753_1	-	GH102(4-95)	GH102_e23(2-95)	GH102	3	GH102_e23	peptidoglycan
NODE_106878_length_500_cov_1.483146_1	-	-	AA3_e9(21-147)	-	1	-	-
NODE_1068_length_20907_cov_12.090159_17	2.4.2.43:13	GT83(4-513)	GT83_e0(8-515)	GT83	3	GT83_e0	-
NODE_1068_length_20907_cov_12.090159_19	-	-	-	GT83	1	-	-
NODE_1068_length_20907_cov_12.090159_20	-	GT2(11-172)	GT2(12-174)	GT2	3	GT2	-
NODE_106901_length_500_cov_1.379775_1	-	-	-	GT35	1	-	-
NODE_10690_length_3101_cov_4.881812_1	2.4.1.25:4;3.2.1.68:75;3.2.1.-:1|3.2.1.68:15;3.2.1.-:1	GH13_11(173-406)	CBM48_e3(10-101)+GH13_e48(173-405)	CBM48+GH13_11	3	CBM48_e3|GH13_11	-;alpha-glucan
NODE_10690_length_3101_cov_4.881812_2	2.4.1.18:57|2.4.1.18:14	CBM48(18-105)+GH13_9(168-468)	CBM48_e2(16-113)+GH13_e200(169-468)	CBM0+GH13_9	3	CBM48_e2|GH13_9	alpha-glucan
NODE_10691_length_3101_cov_3.406435_3	-	-	-	CBM50	1	-	-
NODE_10693_length_3100_cov_3.629885_1	-	-	GT32_e71(17-98)	-	1	-	-
NODE_10693_length_3100_cov_3.629885_3	-	GT71(186-464)	GT71_e8(187-465)	GT71	3	GT71_e8	-
NODE_1069_length_20904_cov_68.940717_13	-	-	-	GH5_11	1	-	-
NODE_106_length_71679_cov_225.598137_54	-	AA1(67-301)	-	-	1	-	-
NODE_106_length_71679_cov_225.598137_61	-	-	-	GH3	1	-	-
NODE_107048_length_499_cov_2.308559_2	-	GT111(9-85)	GT111_e1(11-86)	-	2	GT111_e1	-
NODE_1070_length_20903_cov_87.900518_12	-	-	-	GH0	1	-	-
NODE_107109_length_499_cov_1.840090_1	-	GT62(1-145)	GT62_e5(1-146)	GT62	3	GT62_e5	-
NODE_107124_length_499_cov_1.711712_1	3.2.1.21:4;3.2.1.37:1;3.2.1.86:49	GH1(1-164)	GH1_e85(1-164)	-	2	GH1_e85	beta-glucan;xylan
NODE_10723_length_3092_cov_2.571617_1	3.5.1.25:5	CE9(7-408)	CE9_e14(8-409)	CE9	3	CE9_e14	host glycan
NODE_10723_length_3092_cov_2.571617_2	-	GH3(69-302)	GH3_e72(71-304)	GH3	3	GH3_e72	-
NODE_10725_length_3091_cov_3.477602_2	-	-	-	AA9	1	-	-
NODE_107262_length_498_cov_8.507901_1	-	-	GT5_e0(1-165)	GT5	2	GT5_e0	-
NODE_107263_length_498_cov_8.343115_1	-	-	-	GT2	1	-	-
NODE_10729_length_3091_cov_2.367260_3	3.5.1.25:23	CE9(5-376)	CE9_e0(6-376)	CE9	3	CE9_e0	host glycan
NODE_1072_length_20878_cov_19.204822_11	-	-	-	GH23	1	-	-
NODE_1072_length_20878_cov_19.204822_12	-	-	-	GH23	1	-	-
NODE_107356_length_498_cov_2.257336_1	3.5.1.41:1	-	CE4_e177(1-76)	-	1	-	chitin
NODE_10737_length_3089_cov_7.232367_6	-	GH24(4-135)	GH24_e170(4-136)	-	2	GH24_e170	peptidoglycan
NODE_1073_length_20868_cov_42.928074_10	-	-	-	GH47	1	-	-
NODE_107422_length_498_cov_1.844244_1	-	-	GT4_e3496(2-120)	-	1	-	-
NODE_10744_length_3088_cov_7.459611_3	-	-	-	GH3	1	-	-
NODE_10748_length_3087_cov_9.371702_4	-	AA3(5-478)	-	-	1	-	-
NODE_1074_length_20867_cov_24.962858_5	2.4.1.227:11	GT28(183-337)	GT28_e46(183-339)	GT28	3	GT28_e46	-
NODE_1074_length_20867_cov_24.962858_6	-	GT119(49-393)	-	GT119	2	GT119	-
NODE_107507_length_498_cov_1.374718_1	-	GH16_2(1-166)	GH16_e146(1-166)	-	2	GH16_2	-
NODE_107555_length_498_cov_0.819413_1	-	-	-	GH13_30	1	-	-
NODE_10760_length_3083_cov_4.239432_1	-	GT120(5-380)	-	GT120	2	GT120	-
NODE_10760_length_3083_cov_4.239432_2	2.4.1.-:18	GT56(4-322)	GT56_e0(7-322)	GT56	3	GT56_e0	-
NODE_107627_length_497_cov_2.579186_1	-	-	GT2(1-74)	GT0+GT2	2	GT2	-
NODE_107636_length_497_cov_2.515837_1	-	-	CBM50_e170(71-112)	-	1	-	chitin
NODE_10767_length_3081_cov_13.277925_3	2.4.99.-:25	GT30(34-211)	GT30_e0(35-211)	GT30	3	GT30_e0	-
NODE_1076_length_20863_cov_9.294887_14	-	-	-	CE4	1	-	-
NODE_1076_length_20863_cov_9.294887_8	3.5.1.41:1	-	CE4_e177(91-190)	CE4	2	CE4_e177	chitin
NODE_10770_length_3080_cov_65.685620_2	-	-	CBM91_e19(62-151)	-	1	-	xylan
NODE_10771_length_3080_cov_4.484628_1	-	-	-	GT2	1	-	-
NODE_107735_length_497_cov_1.814480_1	2.4.1.129:11	GT51(1-114)	GT51_e28(1-115)	GT51	3	GT51_e28	-
NODE_10776_length_3079_cov_2.390873_1	-	-	GT4_e1306(1-95)	-	1	-	-
NODE_10778_length_3078_cov_3.927886_1	-	-	-	GT4	1	-	-
NODE_10778_length_3078_cov_3.927886_2	-	GT4(200-354)	GT4_e1511(202-353)	GT4	3	GT4_e1511	-
NODE_10783_length_3077_cov_4.212773_1	-	-	-	CBM48+GH13	1	-	-
NODE_10785_length_3077_cov_3.562541_2	-	-	-	AA5_1	1	-	-
NODE_10786_length_3077_cov_3.542687_1	-	-	-	GH47	1	-	-
NODE_10788_length_3076_cov_13.434293_1	-	-	CBM50_e504(314-356)	CBM50	2	CBM50_e504	chitin
NODE_10791_length_3076_cov_3.079444_1	-	-	-	GH13_30	1	-	-
NODE_10791_length_3076_cov_3.079444_3	2.4.1.182:13	GT19(2-124)	GT19_e17(1-125)	-	2	GT19_e17	-
NODE_1079_length_20809_cov_55.836128_10	3.2.1.1:2	GH13_5(30-373)	GH13_e245(33-373)	GH13_5	3	GH13_5	alpha-glucan
NODE_107_length_71006_cov_40.921974_10	-	-	-	GT39	1	-	-
NODE_107_length_71006_cov_40.921974_12	-	-	-	GH78	1	-	-
NODE_107_length_71006_cov_40.921974_14	-	CBM21(383-486)	CBM21_e10(385-487)	-	2	CBM21_e10	alpha-glucan
NODE_107_length_71006_cov_40.921974_17	-	-	-	GH12	1	-	-
NODE_107_length_71006_cov_40.921974_20	-	-	-	GH0	1	-	-
NODE_107_length_71006_cov_40.921974_3	3.2.1.14:12	GH18(29-258)	GH18_e348(31-266)	CBM19+GH18	3	GH18_e348	chitin
NODE_107_length_71006_cov_40.921974_34	-	GH76(30-392)	GH76_e0(30-393)	GH76	3	GH76_e0	-
NODE_107_length_71006_cov_40.921974_38	1.10.3.2:1	AA1_2(41-409)	AA1_e26(41-526)	AA1_2	3	AA1_2	lignin
NODE_108087_length_496_cov_1.476190_1	2.4.1.186:3	GT8(3-103)	GT8_e149(5-103)	-	2	GT8_e149	-
NODE_1080_length_20798_cov_19.081955_10	-	-	AA2_e1(94-191)	AA0	2	AA2_e1	lignin
NODE_108117_length_496_cov_1.292517_1	-	GH103(2-158)	GH103_e10(2-164)	GH103	3	GH103_e10	peptidoglycan
NODE_108144_length_496_cov_1.140590_1	2.4.1.25:4;3.2.1.68:75;3.2.1.-:1	-	CBM48_e3(1-80)	CBM48+GH13_11	2	CBM48_e3	-;alpha-glucan
NODE_10814_length_3071_cov_70.045093_4	-	-	-	CBM50+GH25	1	-	-
NODE_108151_length_496_cov_1.077098_1	3.2.1.52:5	GH20(2-165)	GH20_e51(1-165)	GH20	3	GH20_e51	host glycan
NODE_108189_length_495_cov_29.679545_1	-	GH13_10(1-163)	GH13_e85(1-163)	CBM48+GH13_10	3	GH13_10	-
NODE_10819_length_3070_cov_3.665672_3	-	-	-	GT20	1	-	-
NODE_1081_length_20794_cov_29.180722_21	-	GH24(29-160)	GH24_e190(31-161)	GH24	3	GH24_e190	peptidoglycan
NODE_108207_length_495_cov_8.159091_1	-	-	-	GT2	1	-	-
NODE_108225_length_495_cov_3.284091_1	-	-	-	GT2	1	-	-
NODE_108234_length_495_cov_3.022727_1	-	-	GT2(97-165)	-	1	-	-
NODE_108235_length_495_cov_3.018182_1	-	-	-	CBM20+GH77	1	-	-
NODE_10823_length_3069_cov_5.261778_3	-	-	-	GH18	1	-	-
NODE_108268_length_495_cov_2.447727_1	-	GT2(4-89)	GT2(2-95)	-	2	GT2	-
NODE_108377_length_495_cov_1.677273_1	-	-	-	CBM6+GH5_46	1	-	-
NODE_10846_length_3065_cov_3.481728_1	-	CE1(84-300)	-	-	1	-	-
NODE_108472_length_495_cov_1.045455_2	-	-	GT4_e3707(1-56)	-	1	-	-
NODE_10847_length_3065_cov_3.168106_3	-	-	-	GH13_11	1	-	-
NODE_108484_length_495_cov_0.956818_1	-	GH23(74-157)	GH23_e380(75-164)	-	2	GH23_e380	-
NODE_10855_length_3062_cov_4.607582_1	-	-	-	GT31	1	-	-
NODE_1085_length_20775_cov_10.077654_20	-	GT28(182-344)	GT28_e1(184-344)	GT28	3	GT28_e1	-
NODE_10860_length_3061_cov_7.555556_3	3.2.1.21:4;3.2.1.37:1;3.2.1.86:49	GH1(3-271)	GH1_e85(4-275)	GH1	3	GH1_e85	beta-glucan;xylan
NODE_10861_length_3061_cov_4.324019_2	-	-	-	GH16	1	-	-
NODE_108648_length_494_cov_1.749431_1	-	-	CBM91_e19(42-131)	-	1	-	xylan
NODE_108652_length_494_cov_1.738041_1	-	-	GT2(1-64)	-	1	-	-
NODE_1086_length_20759_cov_17.116065_4	-	GT107(83-562)	GT107_e8(127-560)	GT107	3	GT107_e8	-
NODE_1086_length_20759_cov_17.116065_5	-	-	-	GT0	1	-	-
NODE_1086_length_20759_cov_17.116065_6	-	GT4(226-370)	GT4_e2023(229-370)	GT4	3	GT4_e2023	-
NODE_1086_length_20759_cov_17.116065_7	-	GT4(210-351)	GT4_e3109(210-348)	GT4	3	GT4_e3109	-
NODE_10871_length_3059_cov_45.081225_1	-	-	GT4_e2866(1-66)	-	1	-	-
NODE_108723_length_494_cov_1.346241_1	2.4.1.8:9	GH65(3-141)	GH65_e0(2-141)	-	2	GH65_e0	alpha-glucan
NODE_108728_length_494_cov_1.298405_1	-	-	-	GH3	1	-	-
NODE_108732_length_494_cov_1.298405_1	-	-	CBM91_e10(2-104)	-	1	-	xylan
NODE_10873_length_3059_cov_5.456724_2	-	-	-	GH152	1	-	-
NODE_108784_length_494_cov_0.801822_1	-	CBM91(37-152)	CBM91_e24(39-162)	CBM91+GH43_11	3	CBM91_e24	xylan
NODE_10879_length_3059_cov_2.645473_1	-	-	-	GH2_10+GH2_10	1	-	-
NODE_1087_length_20752_cov_23.802967_5	-	GT2(13-123)	GT2(14-140)	GT2	3	GT2	-
NODE_108806_length_493_cov_6.212329_1	-	-	GH24_e77(4-112)	-	1	-	peptidoglycan
NODE_108854_length_493_cov_2.963470_1	-	GT2(77-164)	GT2(76-163)	GT2	3	GT2	-
NODE_1088_length_20738_cov_28.585940_2	-	CE8(90-420)	CE8_e3(91-421)	CE8	3	CE8_e3	pectin
NODE_108930_length_493_cov_1.949772_1	2.4.1.173:13	-	GT1_e24(1-163)	-	1	-	-
NODE_108945_length_493_cov_1.899543_1	3.2.1.37:21;3.2.1.55:3;3.2.1.-:1	GH43_11(4-108)	GH43_e285(6-108)	-	2	GH43_11	arabinan;xylan
NODE_108959_length_493_cov_1.776256_1	-	-	GT1_e531(2-92)	-	1	-	-
NODE_108_length_70910_cov_6.571152_2	-	-	GH24_e286(17-156)	-	1	-	peptidoglycan
NODE_108_length_70910_cov_6.571152_3	-	-	GH24_e286(747-886)	GH24	2	GH24_e286	peptidoglycan
NODE_10903_length_3052_cov_10.397064_1	2.4.99.-:1	GT112(15-164)	GT112_e1(17-164)	GT112	3	GT112_e1	-
NODE_109044_length_493_cov_1.438356_1	-	GT111(4-111)	GT111_e1(1-99)	-	2	GT111_e1	-
NODE_109047_length_493_cov_1.401826_1	-	-	GT4_e2015(69-164)	GT4	2	GT4_e2015	-
NODE_109067_length_493_cov_1.262557_1	-	GT4(28-161)	GT4_e774(29-163)	-	2	GT4_e774	-
NODE_109106_length_493_cov_0.867580_1	2.4.1.-:30	GH72(30-164)	GH72_e1(31-164)	-	2	GH72_e1	beta-glucan
NODE_109156_length_492_cov_3.217391_1	-	GH20(2-162)	-	-	1	-	-
NODE_10916_length_3048_cov_2.657200_3	-	GH43_11(2-313)	GH43_e1(3-314)	CBM91+GH43_11	3	GH43_11	-
NODE_1091_length_20719_cov_11.057685_5	-	-	-	GH85	1	-	-
NODE_1091_length_20719_cov_11.057685_6	-	-	-	GH5_18	1	-	-
NODE_109208_length_492_cov_2.254005_1	-	-	GT83_e36(10-157)	-	1	-	-
NODE_10920_length_3047_cov_3.671123_1	2.4.99.-:25	GT30(32-210)	GT30_e0(34-210)	GT30	3	GT30_e0	-
NODE_10920_length_3047_cov_3.671123_2	-	GT4(202-336)	GT4_e3707(204-338)	GT4	3	GT4_e3707	-
NODE_10920_length_3047_cov_3.671123_3	2.4.99.-:1	GT9(1-202)	GT9_e18(1-201)	GT9	3	GT9_e18	-
NODE_109318_length_492_cov_1.583524_1	5.4.99.16:7	GH13_16(1-163)	GH13_e0(1-163)	GH13_16	3	GH13_16	alpha-glucan
NODE_10931_length_3041_cov_26.383121_1	-	GT9(71-262)	GT9_e143(72-262)	GT9	3	GT9_e143	-
NODE_109345_length_492_cov_1.491991_1	-	AA6(3-84)	AA6_e2(5-84)	-	2	AA6_e2	lignin
NODE_1093_length_20698_cov_9.048830_6	-	-	-	GT2	1	-	-
NODE_10943_length_3038_cov_73.959437_4	3.2.1.28:18	GH37(1-248)	GH37_e6(1-248)	GH37	3	GH37_e6	trehalose
NODE_1094_length_20656_cov_6.168730_1	2.4.1.109:12	GT39(67-305)	GT39_e9(69-306)	GT39	3	GT39_e9	-
NODE_1094_length_20656_cov_6.168730_4	-	-	GT1_e485(59-141)	-	1	-	-
NODE_10950_length_3036_cov_4.245220_2	-	-	-	PL0	1	-	-
NODE_109537_length_491_cov_2.392202_1	-	-	-	GH189+GH94+GT84	1	-	-
NODE_109574_length_491_cov_2.068807_1	-	-	-	GH127	1	-	-
NODE_10959_length_3034_cov_3.179926_2	-	-	-	GH154	1	-	-
NODE_1095_length_20598_cov_21.381103_10	-	GT14(6-256)	GT14_e2(6-255)	-	2	GT14_e2	-
NODE_1095_length_20598_cov_21.381103_11	-	GT2(8-112)	GT2(9-184)	-	2	GT2	-
NODE_1095_length_20598_cov_21.381103_12	-	-	GT2(11-101)	GT2	2	GT2	-
NODE_1095_length_20598_cov_21.381103_5	-	GT2(6-129)	GT2(7-159)	-	2	GT2	-
NODE_1095_length_20598_cov_21.381103_6	-	-	GT32_e191(75-146)	-	1	-	-
NODE_1095_length_20598_cov_21.381103_7	-	GT4(174-319)	GT4_e2087(176-323)	GT4	3	GT4_e2087	-
NODE_1095_length_20598_cov_21.381103_8	-	GT2(23-148)	GT2(23-141)	-	2	GT2	-
NODE_1095_length_20598_cov_21.381103_9	-	GT2(9-140)	GT2(10-174)	-	2	GT2	-
NODE_10961_length_3032_cov_80.376218_1	-	-	-	GH3	1	-	-
NODE_10962_length_3032_cov_79.070205_1	-	-	-	GT4	1	-	-
NODE_10963_length_3032_cov_19.734968_2	-	-	GT2(71-172)	-	1	-	-
NODE_10968_length_3031_cov_6.258065_1	-	-	-	GH3	1	-	-
NODE_1096_length_20568_cov_55.227709_2	3.2.1.-:5	GH43_26(4-306)	GH43_e105(6-307)	GH43_26	3	GH43_26	arabinan
NODE_1096_length_20568_cov_55.227709_9	-	-	-	CBM91+GH43_12	1	-	-
NODE_109706_length_491_cov_1.302752_2	-	-	GT2(7-107)	-	1	-	-
NODE_109709_length_491_cov_1.300459_1	-	GT62(27-161)	GT62_e6(26-163)	-	2	GT62_e6	-
NODE_109715_length_491_cov_1.268349_1	-	-	-	GH2_10	1	-	-
NODE_10975_length_3030_cov_3.398992_2	-	-	-	GH105	1	-	-
NODE_10978_length_3029_cov_14.074311_1	-	AA3(3-525)	-	-	1	-	-
NODE_1097_length_20562_cov_11.551178_2	-	-	-	GH0	1	-	-
NODE_109842_length_490_cov_2.174713_1	-	GT4(2-144)	GT4_e2023(1-136)	GT4	3	GT4_e2023	-
NODE_109856_length_490_cov_2.022989_1	-	-	GT2(39-110)	-	1	-	-
NODE_10985_length_3029_cov_2.535642_3	-	GT4(207-324)	GT4_e592(207-346)	GT4	3	GT4_e592	-
NODE_10991_length_3028_cov_2.657585_2	-	GH188(12-278)	-	-	1	-	-
NODE_10997_length_3026_cov_11.819253_1	-	-	GT2(1-139)	GT2	2	GT2	-
NODE_109_length_70907_cov_5.568340_15	-	-	-	AA1_1+AA1_1	1	-	-
NODE_109_length_70907_cov_5.568340_3	-	-	-	CBM13	1	-	-
NODE_109_length_70907_cov_5.568340_36	-	-	-	GT1	1	-	-
NODE_109_length_70907_cov_5.568340_40	-	-	-	GT62	1	-	-
NODE_109_length_70907_cov_5.568340_42	-	GT62(82-395)	GT62_e5(83-396)	GT62	3	GT62_e5	-
NODE_109_length_70907_cov_5.568340_5	-	-	-	GH31_3+GH31_3	1	-	-
NODE_109_length_70907_cov_5.568340_6	-	-	-	GH5_9	1	-	-
NODE_109_length_70907_cov_5.568340_8	3.2.1.21:6;3.2.1.58:29;3.2.1.75:2	GH5_9(84-419)	GH5_e297(85-420)	GH5_9	3	GH5_9	beta-glucan;polyphenol
NODE_10_length_163526_cov_13.586752_117	-	-	-	GH2_10	1	-	-
NODE_10_length_163526_cov_13.586752_118	3.2.1.23:41	GH2_10(49-917)	GH2_e92(41-920)	GH2_10	3	GH2_10	beta-galactan
NODE_10_length_163526_cov_13.586752_119	-	-	-	GH36	1	-	-
NODE_10_length_163526_cov_13.586752_121	-	-	-	PL9_3+PL9_3	1	-	-
NODE_10_length_163526_cov_13.586752_129	-	-	-	PL9_3+PL9_3	1	-	-
NODE_10_length_163526_cov_13.586752_32	2.4.1.10:27;3.2.1.26:8	GH68(9-401)	GH68_e2(10-403)	GH68_2	3	GH68_e2	fructan
NODE_10_length_163526_cov_13.586752_34	2.4.1.10:27;3.2.1.26:8	GH68(9-406)	GH68_e2(10-407)	GH68_2	3	GH68_e2	fructan
NODE_11001_length_3025_cov_31.591582_1	-	GT83(6-467)	GT83_e75(9-474)	-	2	GT83_e75	-
NODE_11001_length_3025_cov_31.591582_2	-	GT2(14-177)	GT2(15-178)	GT2	3	GT2	-
NODE_110063_length_489_cov_35.981567_1	-	-	-	GH4	1	-	-
NODE_11009_length_3023_cov_129.634097_3	-	-	-	GT49	1	-	-
NODE_11012_length_3022_cov_4.873273_2	-	-	-	GT22	1	-	-
NODE_110158_length_489_cov_2.483871_1	1.10.3.2:2	AA1_3(23-138)	AA1_e18(26-138)	-	2	AA1_3	lignin
NODE_110162_length_489_cov_2.410138_1	2.4.1.-:6	-	GH17_e66(55-163)	-	1	-	beta-glucan
NODE_11024_length_3017_cov_3.391290_2	-	-	-	GH47	1	-	-
NODE_11026_length_3017_cov_2.692438_1	-	GH35(22-196)	GH35_e3(23-198)	GH35	3	GH35_e3	-
NODE_110286_length_489_cov_1.527650_1	3.2.1.68:15;3.2.1.-:1	GH13_11(1-141)	GH13_e48(1-142)	-	2	GH13_11	alpha-glucan
NODE_110299_length_489_cov_1.458525_1	-	-	-	GH32	1	-	-
NODE_110320_length_489_cov_1.306452_1	-	GT2(3-118)	GT2(4-131)	GT2	3	GT2	-
NODE_110324_length_489_cov_1.306452_1	-	GT2(11-109)	GT2(12-110)	-	2	GT2	-
NODE_1103_length_20486_cov_22.250306_5	-	-	-	GH23	1	-	-
NODE_110438_length_488_cov_2.598152_1	-	GT8(3-125)	GT8_e175(4-125)	-	2	GT8_e175	-
NODE_11045_length_3013_cov_3.626099_3	-	-	-	GH13_3	1	-	-
NODE_110480_length_488_cov_2.193995_1	-	-	CBM50_e338(3-44)	-	1	-	chitin
NODE_1104_length_20484_cov_44.128249_4	2.4.1.34:56	GT48(862-1717)	GT48_e0(865-1717)	GT48	3	GT48_e0	-
NODE_11050_length_3012_cov_4.070680_1	-	-	-	GH127	1	-	-
NODE_11050_length_3012_cov_4.070680_2	1.10.3.2:1	AA1_2(36-377)	AA1_e26(37-493)	AA1_2+AA1_2	3	AA1_2	lignin
NODE_11052_length_3012_cov_3.200879_2	-	-	-	GT1	1	-	-
NODE_11053_length_3011_cov_5.529770_2	-	GT2(16-136)	GT2(17-138)	GT2	3	GT2	-
NODE_110549_length_488_cov_1.750577_1	3.2.1.68:15;3.2.1.-:1	GH13_11(2-162)	GH13_e48(2-162)	-	2	GH13_11	alpha-glucan
NODE_11054_length_3011_cov_2.501691_3	-	-	-	GT4	1	-	-
NODE_110572_length_488_cov_1.568129_1	-	GT119(1-157)	-	GT119	2	GT119	-
NODE_110578_length_488_cov_1.535797_1	-	-	-	GT2	1	-	-
NODE_1105_length_20444_cov_9.800186_1	-	-	-	CBM48+GH13_9	1	-	-
NODE_1105_length_20444_cov_9.800186_10	-	-	-	CE8	1	-	-
NODE_1105_length_20444_cov_9.800186_13	3.5.1.25:23	CE9(5-376)	CE9_e0(6-376)	CE9	3	CE9_e0	host glycan
NODE_1105_length_20444_cov_9.800186_7	3.2.1.52:12	GH20(328-763)	GH20_e0(329-764)	GH20	3	GH20_e0	host glycan
NODE_110600_length_488_cov_1.415704_1	-	-	GT4_e3980(1-65)	-	1	-	-
NODE_11061_length_3009_cov_3.294177_3	-	-	-	GT62	1	-	-
NODE_110636_length_488_cov_1.284065_1	-	GT113(1-161)	GT113_e28(1-162)	GT113	3	GT113_e28	-
NODE_1106_length_20438_cov_43.588284_17	3.2.1.21:1;3.2.1.85:2;3.2.1.86:10	GH1(1-458)	GH1_e13(4-459)	GH1	3	GH1_e13	beta-galactan;beta-glucan
NODE_110701_length_487_cov_3.516204_1	3.2.1.21:22;3.2.1.23:1;3.2.1.37:1;3.2.1.45:1;3.2.1.55:1;3.2.1.-:4	GH3(2-84)	GH3_e197(2-84)	GH3	3	GH3_e197	arabinan;beta-galactan;beta-glucan;host glycan;xylan;xyloglucan
NODE_11070_length_3006_cov_4.014910_3	-	-	-	GT25	1	-	-
NODE_110821_length_487_cov_1.935185_1	-	-	-	GT51	1	-	-
NODE_110828_length_487_cov_1.900463_1	-	GT51(43-161)	GT51_e71(44-162)	-	2	GT51_e71	-
NODE_11083_length_3003_cov_8.000000_1	-	-	-	GT119	1	-	-
NODE_11083_length_3003_cov_8.000000_2	-	GT119(27-356)	-	GT119	2	GT119	-
NODE_1108_length_20431_cov_20.193708_15	-	-	-	CE4	1	-	-
NODE_110929_length_487_cov_1.331019_1	-	GT19(3-147)	GT19_e45(2-148)	-	2	GT19_e45	-
NODE_11092_length_3002_cov_2.381744_2	-	-	-	GT2	1	-	-
NODE_110931_length_487_cov_1.319444_1	-	-	GT2(12-110)	-	1	-	-
NODE_110948_length_487_cov_1.256944_1	-	-	GT2(35-161)	-	1	-	-
NODE_11094_length_3001_cov_3.233876_1	-	CE11(42-316)	CE11_e3(43-316)	CE11	3	CE11_e3	exo-polysaccharide
NODE_11094_length_3001_cov_3.233876_2	-	-	-	CE11	1	-	-
NODE_110955_length_487_cov_1.115741_1	2.4.1.80:3;2.4.1.-:1	GT21(54-162)	GT21_e21(55-162)	-	2	GT21_e21	-
NODE_110990_length_486_cov_22.814385_1	-	-	GH37_e0(2-161)	GH37	2	GH37_e0	trehalose
NODE_11106_length_2998_cov_8.522256_3	-	-	-	GT2	1	-	-
NODE_1110_length_20421_cov_39.635765_16	-	-	-	GH36	1	-	-
NODE_1110_length_20421_cov_39.635765_19	-	GH188(2-196)	-	-	1	-	-
NODE_1110_length_20421_cov_39.635765_7	-	GH188(8-156)	-	-	1	-	-
NODE_11112_length_2997_cov_3.317131_2	-	AA6(4-197)	AA6_e2(4-197)	-	2	AA6_e2	lignin
NODE_11112_length_2997_cov_3.317131_3	1.6.5.6:3	AA6(4-197)	AA6_e0(4-198)	AA6	3	AA6_e0	lignin
NODE_1111_length_20410_cov_302.588160_19	-	-	-	GH85	1	-	-
NODE_1111_length_20410_cov_302.588160_5	-	-	-	CBM48+GH13_8+GH13_8	1	-	-
NODE_111203_length_486_cov_1.426914_1	-	-	GH18_e340(1-120)	-	1	-	-
NODE_111215_length_486_cov_1.322506_1	-	-	-	GT119	1	-	-
NODE_111226_length_486_cov_1.232019_1	-	GT2(8-135)	GT2(1-110)	-	2	GT2	-
NODE_111261_length_486_cov_0.881671_1	-	-	GT2(10-123)	-	1	-	-
NODE_111293_length_485_cov_3.748837_1	-	GH184(1-95)	-	-	1	-	-
NODE_11138_length_2992_cov_4.971059_1	-	-	-	GH128	1	-	-
NODE_1113_length_20379_cov_9.198681_13	2.4.1.129:11	GT51(206-378)	GT51_e28(210-379)	GT51	3	GT51_e28	-
NODE_11140_length_2992_cov_2.699694_2	2.4.1.259:12;2.4.1.261:12	GT22(2-385)	GT22_e1(4-386)	GT22	3	GT22_e1	-
NODE_11142_length_2992_cov_2.444331_2	-	-	-	GH0	1	-	-
NODE_111434_length_485_cov_1.767442_2	-	GT2(3-100)	GT2(4-101)	-	2	GT2	-
NODE_11144_length_2991_cov_18.668256_3	-	-	-	GT2	1	-	-
NODE_11145_length_2991_cov_16.860014_1	-	-	-	GT2	1	-	-
NODE_111467_length_485_cov_1.644186_1	-	-	-	GH1	1	-	-
NODE_1114_length_20378_cov_11.245043_1	-	-	-	GH13_31	1	-	-
NODE_111573_length_485_cov_1.134884_1	-	-	-	GH3	1	-	-
NODE_111580_length_485_cov_1.104651_1	1.10.3.2:1	AA1(1-152)	AA1_e1(3-150)	AA1	3	AA1_e1	lignin
NODE_111607_length_484_cov_81.613054_1	-	-	GH37_e12(3-146)	GH37	2	GH37_e12	trehalose
